AAL,13.33,08/14/2020 16:00:01 EDT,13.11,08/14/2020 00:00:00 EDT,0.03,0.23
MS,52.3,08/14/2020 16:04:22 EDT,51.68,08/14/2020 00:00:00 EDT,0.12,0.23
BXP,86.43,08/14/2020 16:00:01 EDT,86.0,08/14/2020 00:00:00 EDT,0.19,0.22
CAG,37.78,08/14/2020 16:03:00 EDT,37.7,08/14/2020 00:00:00 EDT,0.08,0.21
GPC,94.56,08/14/2020 16:00:01 EDT,94.27,08/14/2020 00:00:00 EDT,0.20,0.21
HRL,52.23,08/14/2020 16:03:20 EDT,52.19,08/14/2020 00:00:00 EDT,0.11,0.21
MDLZ,56.12,08/14/2020 16:00:01 EDT,56.09,08/14/2020 00:00:00 EDT,0.11,0.20
IBM,125.27,08/14/2020 16:00:01 EDT,124.2,08/14/2020 00:00:00 EDT,0.24,0.19
MA,326.8,08/14/2020 16:00:02 EDT,325.67,08/14/2020 00:00:00 EDT,0.61,0.19
XYL,79.62,08/14/2020 16:04:12 EDT,78.77,08/14/2020 00:00:00 EDT,0.14,0.18
COST,336.28,08/14/2020 16:00:01 EDT,336.53,08/14/2020 00:00:00 EDT,0.58,0.17
SEE,41.16,08/14/2020 16:03:14 EDT,40.81,08/14/2020 00:00:00 EDT,0.07,0.17
CCI,164.63,08/14/2020 16:00:01 EDT,164.34,08/14/2020 00:00:00 EDT,0.27,0.16
JNJ,148.24,08/14/2020 16:00:01 EDT,147.61,08/14/2020 00:00:00 EDT,0.24,0.16
TIF,125.0,08/14/2020 16:04:03 EDT,124.77,08/14/2020 00:00:00 EDT,0.2,0.16
TXN,137.35,08/14/2020 16:00:01 EDT,137.73,08/14/2020 00:00:00 EDT,0.20,0.15
EXPD,86.1,08/14/2020 16:00:01 EDT,86.18,08/14/2020 00:00:00 EDT,0.12,0.14
F,7.04,08/14/2020 16:02:52 EDT,6.97,08/14/2020 00:00:00 EDT,0.01,0.14
KMI,14.29,08/14/2020 16:00:01 EDT,14.14,08/14/2020 00:00:00 EDT,0.02,0.14
KO,48.45,08/14/2020 16:00:01 EDT,48.34,08/14/2020 00:00:00 EDT,0.07,0.14
MMM,166.1,08/14/2020 16:02:47 EDT,164.61,08/14/2020 00:00:00 EDT,0.24,0.14
PPG,118.98,08/14/2020 16:03:29 EDT,118.33,08/14/2020 00:00:00 EDT,0.17,0.14
CHTR,604.99,08/14/2020 16:00:01 EDT,604.55,08/14/2020 00:00:00 EDT,0.77,0.13
NLSN,15.89,08/14/2020 16:00:02 EDT,15.76,08/14/2020 00:00:00 EDT,0.02,0.13
TRIP,22.29,08/14/2020 16:00:01 EDT,22.05,08/14/2020 00:00:00 EDT,0.03,0.13
K,69.1,08/14/2020 16:00:01 EDT,68.87,08/14/2020 00:00:00 EDT,0.08,0.12
WM,111.47,08/14/2020 16:00:01 EDT,111.18,08/14/2020 00:00:00 EDT,0.13,0.12
MSFT,208.9,08/14/2020 16:00:01 EDT,208.76,08/14/2020 00:00:00 EDT,0.2,0.10
CL,77.05,08/14/2020 16:00:01 EDT,76.89,08/14/2020 00:00:00 EDT,0.07,0.09
C,52.93,08/14/2020 16:02:22 EDT,52.45,08/14/2020 00:00:00 EDT,0.04,0.08
VMC,129.74,08/14/2020 16:00:01 EDT,129.02,08/14/2020 00:00:00 EDT,0.10,0.08
KHC,35.59,08/14/2020 16:00:01 EDT,35.34,08/14/2020 00:00:00 EDT,0.02,0.06
VRTX,267.29,08/14/2020 16:00:01 EDT,268.29,08/14/2020 00:00:00 EDT,0.14,0.05
CTSH,66.93,08/14/2020 16:00:01 EDT,66.49,08/14/2020 00:00:00 EDT,0.03,0.04
JPM,102.41,08/14/2020 16:00:01 EDT,101.5,08/14/2020 00:00:00 EDT,0.04,0.04
LYB,69.01,08/14/2020 16:03:25 EDT,68.39,08/14/2020 00:00:00 EDT,0.02,0.03
AGN,193.02,05/08/2020 16:00:01 EDT,193.01,08/14/2020 00:00:00 EDT,0.03,0.02
EBAY,56.29,08/14/2020 16:00:01 EDT,56.53,08/14/2020 00:00:00 EDT,0.01,0.02
RE,225.28,08/14/2020 16:00:01 EDT,224.19,08/14/2020 00:00:00 EDT,0.02,0.01
CBS,0.0,12/04/2019 16:02:25 EST,0.0,08/14/2020 00:00:00 EDT,0.0,0
CHK,11.85,06/26/2020 16:00:47 EDT,12.31,08/14/2020 00:00:00 EDT,0.00,0.00
LB,26.54,08/14/2020 16:02:42 EDT,26.66,08/14/2020 00:00:00 EDT,0.00,0.00
NWS,15.43,08/14/2020 16:00:01 EDT,15.47,08/14/2020 00:00:00 EDT,0.00,0.00
WDC,35.74,08/14/2020 16:00:01 EDT,35.7,08/14/2020 00:00:00 EDT,0.00,0.00
